Date,Close,High,Low,Open,Volume,Returns,MA7,MA30,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Volatility
2023-08-01,29675.732421875,29675.732421875,28657.0234375,29230.873046875,18272392391,0.015245275282999904,29346.139787946428,30008.215104166666,46.64420407994613,-122.1851943188376,-53.22158672100384,29782.79091796875,30913.218660631093,28652.363175306404,0.014608492450466139
2023-08-02,29151.958984375,29987.998046875,28946.509765625,29704.146484375,19212655598,-0.01764989082843693,29317.137834821428,29941.399088541668,37.946291190286985,-142.0213672968457,-70.98154283617221,29666.58642578125,30503.953802190263,28829.219049372237,0.012214595285270477
2023-08-03,29178.6796875,29375.70703125,28959.48828125,29161.8125,12780357746,0.0009166006009861949,29312.565011160714,29888.10234375,39.996215466128426,-153.81248528050492,-87.54773132503875,29608.8169921875,30410.97189113269,28806.662093242314,0.009540796854907158
2023-08-04,29074.091796875,29302.078125,28885.3359375,29174.3828125,12036639988,-0.0035843942133476636,29277.54296875,29840.099869791666,36.33231627359546,-169.6408853998364,-103.9663621399983,29547.73125,30314.919717684457,28780.542782315544,0.009546801016138123
2023-08-05,29042.126953125,29102.46484375,28957.796875,29075.388671875,6598366353,-0.0010994270766331304,29232.572823660714,29811.192838541665,37.62591233864739,-182.65872618677895,-119.70483494935444,29487.38095703125,30210.906620842015,28763.855293220488,0.009548457764313898
2023-08-06,29041.85546875,29160.822265625,28963.833984375,29043.701171875,7269806994,-9.347950838400898e-06,29199.22237723214,29767.845833333333,30.22176941315945,-190.79796514450572,-133.9234609883847,29432.179296875,30111.263923635277,28753.094670114726,0.009552094667302615
2023-08-07,29180.578125,29244.28125,28724.140625,29038.513671875,13618163710,0.004776645775930843,29192.14620535714,29730.780403645833,50.09807275272173,-183.9343311781122,-143.9256350263302,29398.380078125,30055.462140094063,28741.298016155935,0.00947657319328896
2023-08-08,29765.4921875,30176.796875,29113.814453125,29180.01953125,17570561357,0.020044635853149417,29204.96902901786,29717.2556640625,61.20355640572695,-129.8009111910178,-141.10069025926774,29390.95849609375,30026.52361004742,28755.39338214008,0.010582746628387228
2023-08-09,29561.494140625,30093.435546875,29376.80078125,29766.6953125,18379521213,-0.006853508270246889,29263.474051339286,29688.823111979167,54.16728082157769,-102.18282335991898,-133.317116879398,29379.432421875,29992.330265947636,28766.534577802366,0.010654349905340392
2023-08-10,29429.591796875,29688.564453125,29354.447265625,29563.97265625,11865344789,-0.004461964714047806,29299.31863839286,29649.1111328125,54.439288243598014,-89.90236802660729,-124.63416710883986,29355.4748046875,29916.521498193288,28794.42811118171,0.010643099165504237
2023-08-11,29397.71484375,29517.7734375,29253.517578125,29424.90234375,10195168197,-0.001083159880198692,29345.55050223214,29615.980078125,51.642408276795834,-81.79929109992008,-116.06719190705591,29336.77041015625,29863.254638292477,28810.28618202002,0.010605605820939874
2023-08-12,29415.96484375,29465.11328125,29357.587890625,29399.787109375,6194358008,0.0006207965516027425,29398.955915178572,29547.310611979166,51.2460247721199,-73.06270044682242,-107.46629361500922,29303.34169921875,29698.415583940216,28908.26781449728,0.010287511832952649
2023-08-13,29282.9140625,29441.43359375,29265.806640625,29416.59375,7329897180,-0.004523080645381872,29433.39285714286,29512.272135416668,50.15708250906028,-75.99890740867704,-101.17281637374279,29308.6416015625,29699.394743158795,28917.888459966205,0.007756942065524306
2023-08-14,29408.443359375,29660.25390625,29124.10546875,29283.263671875,14013695304,0.004286776125049352,29465.94503348214,29482.693359375,53.56495284263857,-67.41953695960547,-94.42216049091533,29317.69423828125,29708.91035810813,28926.478118454368,0.007804238753957995
2023-08-15,29170.34765625,29439.12109375,29088.853515625,29408.048828125,12640195779,-0.008096168172366025,29380.924386160714,29446.733854166665,38.982997446253385,-78.92288358685619,-91.3223051101035,29308.46298828125,29704.656658152224,28912.26931841028,0.007961623523317224
2023-08-16,28701.779296875,29221.9765625,28701.779296875,29169.07421875,14949271904,-0.016063173634291772,29258.107979910714,29398.596875,39.944402175051124,-124.4147435602099,-97.94079280012478,29283.01748046875,29762.30658652003,28803.728374417467,0.00866223364426327
2023-08-17,26664.55078125,28745.947265625,25409.111328125,28699.802734375,31120851211,-0.07097917151940503,28863.102120535714,29292.196484375,20.414779716364478,-321.15263802155096,-142.58316184441003,29150.28271484375,30414.68152821746,27885.88390147004,0.017836989945287724
2023-08-18,26049.556640625,26808.1953125,25668.921875,26636.078125,24026236529,-0.02306411031148714,28384.793805803572,29163.384244791665,18.22544849876641,-520.6915165465762,-218.20483278484326,28984.9146484375,30855.389838156512,27114.43945871849,0.018242151877638647
2023-08-19,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812,0.0017907574452629138,27910.542410714286,29040.190559895833,19.146517182325994,-667.3703463989841,-308.0379355076714,28825.95947265625,31091.197798582805,26560.721146729695,0.018310414861765215
2023-08-20,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420,0.00357825614760654,27468.638113839286,28916.2185546875,20.698800353934715,-767.2352679055839,-399.87740198725396,28673.93310546875,31216.14904165504,26131.71716928246,0.0184052161450411
2023-08-21,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893,-0.002498831574187843,26999.452008928572,28794.629817708334,18.121456968644083,-841.9541465528564,-488.2927509003745,28496.353515625,31232.687731629638,25760.019299620362,0.017779223126688788
2023-08-22,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706,-0.0035401882238949023,26551.067522321428,28659.533723958335,6.597930748267075,-898.2773304325965,-570.2896668068189,28340.33837890625,31268.3822057204,25412.2945520921,0.01757969383798804
2023-08-23,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785,0.015365306423789304,26226.76199776786,28568.024544270833,15.204020346664564,-900.2608168861516,-636.2838968226855,28202.98642578125,31221.764250325592,25184.20860123691,0.01814472354939689
2023-08-24,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023,-0.01018731988472621,26155.022321428572,28465.857291666667,14.753406843100223,-913.0354826829716,-691.6342139947427,28057.40048828125,31178.40626314499,24936.394713417514,0.018182054502915157
2023-08-25,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118,-0.004384352975912553,26154.752511160714,28355.613802083335,14.494379045352659,-921.7894238536064,-737.6652559665155,27907.6775390625,31115.864937809427,24699.490140315575,0.018158837584282057
2023-08-26,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316,-0.0015051281432193475,26142.217912946428,28248.872916666667,14.045145508015779,-921.2706726114702,-774.3863392955064,27756.00791015625,31024.67248566142,24487.343334651083,0.018139126026914913
2023-08-27,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611,0.0031232321991347956,26127.947823660714,28141.221158854165,15.933627907383794,-903.8855090586694,-800.2861732481391,27601.463671875,30878.796475830004,24324.130867919997,0.01809430975054126
2023-08-28,26106.150390625,26198.578125,25880.599609375,26089.615234375,11002805166,0.0006307866874213364,26125.377790178572,28032.862239583334,13.930585575937656,-878.6511532516743,-815.9591692488463,27418.49658203125,30594.151582375507,24242.841581686993,0.017152469996108897
2023-08-29,27727.392578125,28089.337890625,25912.62890625,26102.486328125,29368391712,0.062101924766441385,26367.625837053572,27981.2650390625,37.89637375984985,-719.5376668985955,-796.6748687787962,27326.79150390625,30343.84859245568,24309.73441535682,0.022991335606185985
2023-08-30,27297.265625,27760.16015625,27069.20703125,27726.083984375,16343655235,-0.015512708305083889,26491.286551339286,27916.836848958334,38.14235355923473,-620.9883656815291,-761.5375681593428,27220.1751953125,30070.448348213085,24369.90204241191,0.023161880288719603
2023-08-31,25931.47265625,27456.078125,25752.9296875,27301.9296875,20181001451,-0.0500340578984273,26458.30078125,27792.028190104167,43.01958123736281,-645.6527298626679,-738.3606005000078,27046.8630859375,29757.761345992014,24335.964825882987,0.025374090653601127
2023-09-01,25800.724609375,26125.869140625,25362.609375,25934.021484375,17202862221,-0.005042060225742162,26423.02315848214,27680.320377604166,47.38990017856572,-668.0488396713918,-724.2982483342846,26866.10107421875,29387.35073947054,24344.85140896696,0.025328528410315108
2023-09-02,25868.798828125,25970.28515625,25753.09375,25800.91015625,10100387473,0.0026384615075991658,26403.071149553572,27569.991015625,47.62531776100457,-672.5521351520583,-713.9490256978394,26695.3953125,28978.751199743132,24412.03942525687,0.025404403775650956
2023-09-03,25969.56640625,26087.1484375,25817.03125,25869.47265625,8962524523,0.0038953327054152,26385.91015625,27466.5068359375,47.70601361701227,-660.377507029767,-703.234721964225,26523.45146484375,28434.089064326487,24612.813865361015,0.025396316739886668
2023-09-04,25812.416015625,26081.525390625,25657.025390625,25968.169921875,10680635106,-0.006051329012069284,26343.948102678572,27358.8498046875,46.81082938857396,-655.8495246244966,-693.7576824962794,26355.5548828125,27826.37798859952,24884.731777025478,0.025391079580613346
2023-09-05,25779.982421875,25858.375,25589.98828125,25814.95703125,11094740040,-0.0012565113521479931,26065.746651785714,27250.120703125,47.3931618571413,-647.4151866331958,-684.4891833236627,26209.4650390625,27201.585861306114,25217.344216818885,0.02529134742380426
2023-09-06,25753.236328125,25953.015625,25404.359375,25783.931640625,12752705327,-0.0010374752516241204,25845.171037946428,27135.8759765625,42.38423519165978,-635.5627277467538,-674.703892208281,26163.89931640625,27151.715578938165,25176.083053874332,0.019970725770820454
2023-09-07,26240.1953125,26409.302734375,25608.201171875,25748.3125,11088307100,0.018908652030005024,25889.274274553572,27018.366080729167,50.83292256840751,-580.188002199011,-655.800714206427,26173.43125,27160.28049213499,25186.582007865014,0.01979545378598566
2023-09-08,25905.654296875,26414.005859375,25677.48046875,26245.208984375,10817356400,-0.012749181613965876,25904.264229910714,26896.504752604167,48.54835521784355,-556.878449216314,-636.0162612084044,26163.9037109375,27157.54818954055,25170.259232334447,0.02001324955436212
2023-09-09,25895.677734375,25921.9765625,25810.494140625,25905.42578125,5481314132,-0.0003851113886439439,25908.104073660714,26778.7076171875,48.84019490092268,-533.0656369168682,-615.4261363500972,26149.2083984375,27149.921940255663,25148.494856619334,0.01999371234119154
2023-09-10,25832.2265625,25978.130859375,25640.26171875,25895.2109375,7899553047,-0.0024502611024840304,25888.48409598214,26659.8580078125,47.34267146756911,-513.3956850151153,-595.0200460831009,26134.6126953125,27145.330987654153,25123.894402970844,0.019993443873398544
2023-09-11,25162.654296875,25883.947265625,24930.296875,25831.71484375,14600006467,-0.02592003689674205,25795.660993303572,26518.080989583334,41.418990308949745,-545.5472631474695,-585.1254894959746,26091.16259765625,27191.278796752045,24991.046398560455,0.02079039310120787
2023-09-12,25833.34375,26451.939453125,25133.078125,25160.658203125,18657279324,0.026654161568650414,25803.284040178572,26403.0953125,29.17267841855883,-511.0178906298315,-570.303969722746,26061.24775390625,27154.90041292583,24967.59509488667,0.021415989529289702
2023-09-13,26228.32421875,26376.11328125,25781.123046875,25837.5546875,13072077070,0.01528956036711282,25871.153738839286,26297.091341145835,38.15415370177015,-446.6329842769228,-545.5697726335815,26064.5453125,27159.878225182947,24969.21239981705,0.021593219976014107
2023-09-14,26539.673828125,26774.623046875,26171.451171875,26228.27734375,13811359124,0.011870739692642074,25913.936383928572,26209.402213541667,58.79554335109583,-366.26212887333895,-509.708243881533,26089.14560546875,27204.794217756775,24973.496993180728,0.02171140584667587
2023-09-15,26608.693359375,26840.498046875,26240.701171875,26533.818359375,11479735788,0.0026006171627044328,26014.370535714286,26139.632682291667,61.896901191990814,-293.61375102012244,-466.4893453092509,26119.15712890625,27257.724789684667,24980.58946812783,0.02170430478437175
2023-09-16,26568.28125,26754.76953125,26473.890625,26606.19921875,7402031417,-0.001518755875352329,26110.45675223214,26136.423697916667,60.38408968471522,-236.5732386234995,-420.5061239721006,26143.0865234375,27299.031300418443,24987.14174645656,0.02170931841449636
2023-09-17,26534.1875,26617.998046875,26445.07421875,26567.927734375,6774210670,-0.0012832501161511578,26210.736886160714,26152.578059895834,58.55130201431221,-191.90711650508092,-374.7863224786967,26164.48837890625,27333.331663426743,24995.64509438576,0.021715860402952397
2023-09-18,26754.28125,27414.734375,26415.515625,26532.994140625,15615339655,0.008294723552398242,26438.112165178572,26174.513932291666,63.997861286676404,-137.1679796145254,-327.26265390586246,26115.8328125,27072.500634178014,25159.164990821988,0.016445872119497953
2023-09-19,27211.1171875,27488.763671875,26681.60546875,26760.8515625,13807690550,0.017075246134672373,26634.936941964286,26208.5650390625,68.88678102406145,-56.27527074455065,-273.0651772736001,26111.525390625,27046.321351352657,25176.729429897343,0.016614067090479412
2023-09-20,27132.0078125,27379.505859375,26864.08203125,27210.228515625,13281116604,-0.00290724465500225,26764.034598214286,26242.160611979165,67.94768729326998,1.4328019683307502,-218.16558142521396,26171.5521484375,27206.48491737478,25136.61937950022,0.011789545865423414
2023-09-21,26567.6328125,27152.939453125,26389.30078125,27129.83984375,13371443708,-0.02080107760178318,26768.028738839286,26260.026497395833,54.17809748628302,1.6079837010074698,-174.21086839996968,26209.89755859375,27243.808594282167,25175.986522905336,0.012792263287864303
2023-09-22,26579.568359375,26726.078125,26495.533203125,26564.056640625,10578746709,0.0004492514240630463,26763.868024553572,26264.957421875,59.370603846183094,2.6790331431220693,-138.83288809135135,26245.43603515625,27278.84283148902,25212.02923882348,0.012791765870900671
2023-09-23,26579.390625,26634.185546875,26520.51953125,26578.556640625,7404700301,-6.686879658768241e-06,26765.455078125,26278.8580078125,59.53283106791041,3.4734659109526547,-110.37161729089055,26275.92724609375,27311.046661416218,25240.807830771282,0.01278200128263485
2023-09-24,26256.826171875,26716.05859375,26221.05078125,26579.373046875,8192867686,-0.01213588594546644,26725.83203125,26285.829947916667,55.521151270325745,-21.675336197280558,-92.63236107216856,26298.14775390625,27310.19519816649,25286.10030964601,0.013034562857501465
2023-09-25,26298.48046875,26421.5078125,26011.46875,26253.775390625,11997833257,0.0015864178176880905,26660.717633928572,26295.497200520833,67.65190289530508,-37.80895136102845,-81.66767912994055,26324.07265625,27306.358168175546,25341.78714432445,0.01302490869507156
2023-09-26,26217.25,26389.884765625,26090.712890625,26294.7578125,9985498161,-0.0030887894396227633,26518.73660714286,26299.749088541666,57.30461927236241,-56.49830033420949,-76.63380337079434,26347.27333984375,27294.06787209801,25400.478807589487,0.013050484840995096
2023-09-27,26352.716796875,26817.841796875,26111.46484375,26209.498046875,11718380997,0.005167086436411061,26407.409319196428,26307.96796875,52.6261794076922,-59.690629262378934,-73.24516854911126,26352.8994140625,27298.35116718245,25407.44766094255,0.012402208801601644
2023-09-28,27021.546875,27259.5,26327.322265625,26355.8125,14079002707,0.02537992888096885,26472.25418526786,26284.439778645832,58.83911611346731,-8.157540233027248,-60.227642885894454,26408.69404296875,27374.50166823896,25442.886417698537,0.013197879952779913
2023-09-29,26911.720703125,27225.9375,26721.763671875,27024.841796875,10396435377,-0.004064392478456136,26519.704520089286,26271.58828125,55.47651891772831,23.54928834675593,-43.47225663936438,26459.49619140625,27418.548209656332,25500.44417315617,0.013261205844932705
2023-09-30,26967.916015625,27091.794921875,26888.96875,26911.689453125,5331172801,0.0020881352448591795,26575.208147321428,26306.136393229168,57.181505043932155,52.60526970303181,-24.256751370885144,26516.2806640625,27453.18403814385,25579.37728998115,0.013219639053715265
2023-10-01,27983.75,28047.23828125,26965.09375,26967.396484375,9503917434,0.037668241913332734,26821.911551339286,26378.90390625,69.25495295329992,155.80562684452525,11.755724272196934,26657.33544921875,27585.57379660429,25729.09710183321,0.013728311473419972
2023-10-02,27530.78515625,28494.458984375,27347.787109375,27976.798828125,19793041322,-0.016186709920936293,26997.955078125,26434.303450520834,59.713584016137105,198.75109716228326,49.1547988502142,26742.20751953125,27663.603742016156,25820.811297046344,0.013581539883037376
2023-10-03,27429.978515625,27667.19140625,27216.001953125,27508.251953125,11407814187,-0.003661597010505724,27171.202008928572,26482.983854166665,53.005535418578816,222.09130802049913,83.7421006842712,26802.290234375,27739.17943055687,25865.40103819313,0.013358364997465356
2023-10-04,27799.39453125,27826.658203125,27248.10546875,27429.07421875,11143355314,0.013467601347721292,27377.870256696428,26549.216471354168,58.48816631839803,267.31592679949244,120.45686590731545,26865.27626953125,27892.820227115935,25837.732311946562,0.013423030407881302
2023-10-05,27415.912109375,28091.861328125,27375.6015625,27798.646484375,11877253670,-0.01379463216164356,27434.208147321428,26603.7474609375,61.30923025085447,269.11079473261634,150.18765167237564,26905.63720703125,27953.949756896174,25857.324657166326,0.013902601511363754
2023-10-06,27946.59765625,28252.537109375,27215.552734375,27412.123046875,13492391599,0.01935684447622399,27582.047712053572,26676.859505208333,66.0106130624207,309.78413038839426,182.10694741557938,26974.55302734375,28107.30542931142,25841.800625376083,0.014430819047071263
2023-10-07,27968.83984375,28028.091796875,27870.423828125,27946.78125,6553044316,0.0007958817661306572,27725.03683035714,26734.480989583335,66.1895212494322,339.8947059832244,213.6644991291084,27046.28564453125,28241.594996959528,25850.976292102972,0.014408615633781166
2023-10-08,27935.08984375,28102.169921875,27740.662109375,27971.677734375,7916875290,-0.001206700034343422,27718.085379464286,26802.128841145834,70.96579627087561,356.91986115315376,242.3155715339175,27105.32607421875,28355.30477040618,25855.347378031318,0.014372216854741172
2023-10-09,27583.677734375,27989.470703125,27302.5625,27934.47265625,12007668568,-0.012579594744121514,27725.641462053572,26858.3955078125,64.90207295260431,338.1583203116097,261.48412128945597,27123.9541015625,28391.55112390144,25856.35707922356,0.01429270465430223
2023-10-10,27391.01953125,27715.84765625,27301.654296875,27589.201171875,9973350678,-0.006984500217130485,27720.07589285714,26910.3552734375,63.26721910504277,304.236705781208,270.03463818780637,27136.9046875,28410.128133420993,25863.681241579005,0.014376840057036024
2023-10-11,26873.3203125,27474.115234375,26561.099609375,27392.076171875,13648094333,-0.018900326735168282,27587.77957589286,26967.377473958335,55.41640537907664,232.89491391800402,262.6066933338459,27152.1890625,28403.794283856223,25900.58384114378,0.014233684682349167
2023-10-12,26756.798828125,26921.439453125,26558.3203125,26873.29296875,9392909295,-0.0043359541366684295,27493.620535714286,26998.159309895833,46.88787573084445,165.051113403606,243.09557734779793,27161.0505859375,28398.00930787469,25924.09186400031,0.014277696298707149
2023-10-13,26862.375,27092.697265625,26686.322265625,26752.87890625,15165312851,0.003945769916393171,27338.731584821428,27019.2943359375,49.419359049610385,118.43824507718455,218.16411089367526,27175.1998046875,28390.427092641305,25959.9725167337,0.014298698046408908
2023-10-14,26861.70703125,26969.0,26814.5859375,26866.203125,5388116782,-2.4866332556272575e-05,27180.569754464286,27030.028776041665,48.733712962518794,80.51518269805456,190.63432525455113,27205.44384765625,28352.63868848746,26058.24900682504,0.013982753381064843
2023-10-15,27159.65234375,27289.169921875,26817.89453125,26858.01171875,7098201980,0.011091823470242623,27069.79296875,27048.394075520835,38.14530485091233,73.65354698565352,167.2381696007716,27248.50244140625,28314.10821967015,26182.89666314235,0.014155926552161155
2023-10-16,28519.466796875,29448.138671875,27130.47265625,27162.62890625,27833876539,0.05006744695824206,27203.477120535714,27113.43359375,61.279424367326804,175.91349193906353,168.97323406843,27363.61328125,28457.188599634588,26270.037962865412,0.017743649292194828
2023-10-17,28415.748046875,28618.751953125,28110.185546875,28522.09765625,14872527508,-0.0036367703063566736,27349.86690848214,27176.152278645834,61.23873374359029,245.7531098719155,184.32920922912712,27466.76484375,28547.975579005037,26385.554108494962,0.017831676499359156
2023-10-18,28328.341796875,28889.009765625,28174.251953125,28413.53125,12724128586,-0.0030759792019486865,27557.727120535714,27228.620963541667,56.44494874664034,290.69757566122644,205.60288251554698,27532.10458984375,28657.08779577336,26407.121383914142,0.017151917122554306
2023-10-19,28719.806640625,28892.474609375,28177.98828125,28332.416015625,14448058195,0.013818840741083749,27838.156808035714,27278.910611979165,65.85643573763016,353.8256480669661,235.24743562583083,27622.50888671875,28825.47369097905,26419.54408245845,0.017257428929655545
2023-10-20,29682.94921875,30104.0859375,28601.669921875,28732.8125,21536125230,0.033535830870205396,28241.09598214286,27363.9419921875,69.10589897951377,476.0846495108708,283.41487840283884,27758.260546875,29232.402066300252,26284.11902744975,0.018518598593445425
